,Round.1,Cell type number,Final.cell.type,X,Y,CD68,PDGFRb,CD56,PanCK,CAV1,Vim,CD90,PDPN,CD45,Ki67,MUC1,EpCAM,aSMA,CD3,CD4,CD8,CD31
1550,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8644.985,6534.415,0.1082803,0,30.38217,28613.78,0,10046.69,34.35032,0,0,0,0,38.53929,0.1464968,20.06369,42.97452,39.71975,0
1551,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,9038.566,6534.822,16.07937,0,44.58333,4603.337,0,9597.008,1.452381,0,0,0,0,462.8651,0,34.46825,31.8373,40.22619,0
1552,Immune ,20,Immune ,6339.106,6535.236,6483.065,0,127.1573,8.955645,290.9597,31976.94,489.5081,0,2402.363,0,0,31.19355,28523.32,1608.597,375.9758,119.3347,1183.831
1553,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,8119.196,6536.598,3.875,0,57.16406,22118.35,0,1327.523,25.74219,0,27.8125,0,0,8.234375,0,61.59375,65.73438,51.25781,0
1554,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8620.266,6535.947,16.825,0,63.45833,0,0,27214.22,0,0,239.7667,0,0,91.00833,186.8417,526.675,150.9583,132.6167,0
1555,Endothelial ,19,Endothelial ,6366.811,6535.643,173.3835,0,87.93689,0.3883495,19.21845,4163.835,321.8301,0,191.1748,0,0,6.436893,131.0485,120.2476,79.70388,50.6068,3337.408
1556,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,6423.04,6536.46,8096.638,0,54.51759,4.432161,0,17958.34,12.88442,0,82.84925,0,0,5.472362,44.28141,28.78894,121.8241,58.59799,0
1557,Endothelial ,19,Endothelial ,6708.357,6537.227,829.1468,0,41.24206,0,3.059524,30208.31,3711.202,0,2.809524,0,0,4.984127,752.5556,45.78968,48.44444,65.19841,9428.722
1558,Immune ,20,Immune ,7945.043,6538.043,36.49194,0,34.05645,10.37097,0,18488.73,28.29839,0,871.5,0,0,11.37097,0,1746.766,321.3952,83.79839,0
1559,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8510.559,6536.647,8.726316,0,40.33684,0,0,8260.926,0,0,0,0,0,0.03157895,1344.653,32.46316,61.10526,48.25263,0
1560,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,6828.927,6537.182,1926.159,0,136.9186,1.414729,0,10024.31,37.87984,0,194.7132,0,0,85.0969,5199.407,40.91473,43.5814,53.54264,0
1561,CD90-PDGFRb-PDPN+CAV1-,17,CD90-PDGFRb-PDPN+CAV1-,7461.638,6536.01,2178.668,0,167.2489,2806.83,24.08734,17409.69,14.58515,501.0917,323.8865,0,0,81.0131,0,137.2402,259.4891,162.1179,22.45415
1562,Endothelial ,19,Endothelial ,8467.25,6537.893,15.14583,0,70.81944,0.2430556,0,7908.424,3.263889,0,1.333333,0,0,4.159722,0,36.5625,35.77083,46.95833,53.78472
1563,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,6437.687,6540.712,9526.381,0,58.10476,9.633333,0,17044.25,12.7,0,497.981,0,0,36.41905,884.2143,322.1905,225.1238,47.05714,5.161905
1564,Unknown,0,Unknown,6505.347,6539.093,26.16522,0,101.2087,1.065217,6.917391,2631.943,127.0304,0,14.73913,0,0,1.26087,3274.465,42.63478,55.93478,50.77826,3.817391
1565,Unknown,0,Unknown,7483.047,6540.564,19816,0,46.75391,0,0,49248.82,3.410156,0,64.23438,0,0,286.8594,0,65.30078,146.2852,192.8047,0
1566,Unknown,0,Unknown,7717.496,6541.796,11.88489,0,158.4388,5.161871,0,3822.827,13.2554,0,50.90288,0,0,5.503597,0,50.91367,52.57554,65.28058,0
1567,Immune ,20,Immune ,7793.367,6541.072,24.5812,0,50.79915,1.884615,0,22180.13,657.2009,0,2916.872,0,0,14.90598,62.9188,1894.628,159.0299,334.5171,0
1568,Endothelial ,19,Endothelial ,8496.616,6540.678,54.79464,0,54.9375,0,0,14874.9,0,0,6.25,0,0,1.290179,1633.411,69.20089,95.83036,60.8125,7218.134
1569,Unknown,0,Unknown,8821.894,6541.351,4.784387,0,42.34944,0,0,7251.286,0,0,0,0,0,0,0,21.64684,18.90706,27.19703,0
1570,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7515.554,6543.023,7037.186,0,58.34167,2834.664,0,18422.62,14.88889,0,844.0917,0,0,99.46944,0,46.66111,156.5139,101.3889,0
1571,Endothelial ,19,Endothelial ,7101.252,6543.993,6.910112,0,66.11236,4.595506,0,7523.646,6.073034,0,401.5899,0,0,24.82584,0,51.37079,61.20225,58.22472,624.0618
1572,Immune ,20,Immune ,8029.888,6544.532,12157.01,2.414508,154.8187,42.2228,7.621762,10311.84,15.66321,0,1224.311,458.7756,16.53886,13.66321,0.134715,156.3264,148.7617,236.7409,0
1573,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8966.638,6542.876,39.59925,0,102.7228,1517.858,0,24615.27,0.17603,0,707.8951,0,0,27.67416,177.6517,2276.742,256.9663,95.07491,0
1574,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,8109.884,6546.36,181.7452,0,65.49519,32129.37,0,6383.779,349.6346,0,28.94231,0,0,29.24038,0,45.5,67.40865,39.88942,0
1575,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,5837.571,6546.054,551.7778,0,48.14667,29567.12,0,12443.42,154.8044,0,40.58222,0,0,1592.879,0,38.48889,31.79556,49.75111,0
1576,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7412.768,6545.821,0.6595745,0,171.5745,24601.78,0,6604.965,17.29078,0,35.8227,0,0,444.1698,7832.936,37.70922,47.41844,43.97163,0
1577,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8061.743,6547.681,111.8265,0,63.52381,4167.854,0,9225.435,142.1871,0,2.622449,0,0,1206.095,11570.2,41.39456,33.32313,62.36054,0
1578,Unknown,0,Unknown,8149.718,6545.859,11509.31,0,43.85204,36.09184,0,32430.94,0.6122449,0,183.5306,0,0,95.46429,0,42.14796,52.10714,102.7398,0
1579,Unknown,0,Unknown,6395.864,6549.11,1320.832,0,217.2704,6.086735,0,4191.551,41.52551,0,336.4745,0,0,6.346939,13506.02,53.93878,70.4898,44.30612,0
1580,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,6678.582,6547.183,40.28241,0,87.87963,5932.519,0,4199.375,71.71296,0,2.777778,0,0,516.213,939.2917,37.53241,40.64352,41.2037,0
1581,Endothelial ,19,Endothelial ,6995.787,6547.783,57.84397,0,79.6383,0.3794326,0,5587.486,3141.918,0,40.07447,0,0,7.049645,15546.12,46.69858,44.62411,51.96809,198.9362
1582,Immune ,20,Immune ,7128.354,6548.197,13275.18,0.1535088,10.65351,4.846491,0,32205.71,9.552632,0.4254386,2134.044,0,0,159.3816,0.5657895,171.8202,104.7544,73.32018,3.083333
1583,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,7392.758,6546.93,8075.277,0,159.4622,8740.412,0,21862.75,40.72689,0,182.9244,0,0,839.7437,984.7983,48.78151,76.17227,73.10084,0
1584,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7459.827,6549.682,1119.9,0,55.3242,20592.03,0,10599.67,15.30594,0,47.3516,0,0,648.3167,0,51.51142,47.45662,47.94064,0
1585,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,6802.407,6546.963,67.37719,0,58.9386,3.552632,0,3743.202,20.44737,0,84.37719,0,0,118.693,0,44,43.80702,33.42105,0
1586,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,6903.102,6548.184,99.21,0,90.59333,21035.77,0,8983.49,38.41667,0,75.59333,0,0,1784.171,84.05667,37.81333,36.02333,56.64,0
1587,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,7296.462,6550.021,14.62555,0,86.59912,80.01762,0,7076.991,2.229075,0,21.53304,0,0,83.4185,17350.81,42.18943,50.40529,44.88106,0
1588,Immune ,20,Immune ,8036.842,6549.825,52.70707,0,357.4646,5.050505,0,5966.131,4.242424,0,968.7172,0,0,0.1010101,481.8283,159.2323,473.4444,515.9899,15.68687
1589,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8542.316,6547.693,7.153846,0,51.52015,0,0,5915.861,0,0,0.06959707,0,0,0.2930403,2756.714,48.69597,39.35531,49.48718,0
1590,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8685.938,6548.188,5486.756,0,57.9542,0,0,13548.48,68.67939,0.3129771,35.10687,0,0,44.27481,24441.43,52.61832,79.48855,65.54198,1.664122
1591,Unknown,0,Unknown,5729.375,6549.125,1017.311,0,56.65049,19.94175,0.1456311,28145.22,5.145631,0,402.9223,0,0,14.16505,380.5146,155.2524,47.17476,59.17476,0
1592,Immune ,20,Immune ,7951.154,6549.949,176.8677,0,74.04233,6.333333,0,13559.12,1.47619,0,2453.862,0,0,6.232804,0,1654.259,385.3492,94.41799,0
1593,Unknown,0,Unknown,8451.39,6549.165,463.2747,0,50.79828,0,0,17128.78,0,0,393.485,0,0,0.2403433,0,348.2275,111.6094,150.4077,0.1759657
1594,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8630.008,6550.175,12.98413,0,57.5291,346.9947,0,13564.67,0.5925926,0,0.4074074,0,0,8.253968,11.10053,29.97884,44.71958,59.03175,0
1595,Unknown,0,Unknown,6305.61,6550.475,10.01395,0,23.45581,2.172093,0,9282.623,2.534884,0,562.3163,0,0,2.260465,0.1116279,812.8791,123.3209,77.03256,0
1596,NA,NA,NA,7556.138,6550.485,192.4802,0,38.71782,0,0,772.7921,2.574257,0,67.40594,0,0,2.960396,0,40.74257,63.36634,48.57921,0
1597,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,6641.703,6552.196,343.8316,0,39.34759,36423.83,0,262.9064,638.1979,0,8.09893,0,0,815.1037,0,29.50802,35.66043,34.34492,0
1598,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,6943.638,6551.967,50.45812,0,52.14398,21773.56,0,3378.372,51.29843,0,79.43717,0,0,1514.237,0.06020942,34.70681,45.8377,48.94241,0
1599,Unknown,0,Unknown,8428.918,6551.799,28.66532,0,71.14919,0.4153226,0,6539.48,0,0,245.371,0,0,2.677419,168.3145,259.1573,49.67742,97.97581,0.5564516
1600,Endothelial ,19,Endothelial ,8729.946,6553.282,849.4035,0,121.0833,0,0,28321.7,151.3816,0,9.078947,0,0,0,6769.939,26.79386,82.86404,89.11842,892.4123
1601,Endothelial ,19,Endothelial ,8766.15,6553.925,11.54861,0,52.78472,0,0,19540.81,129.5694,0,0.125,0,0,0,1573.389,35.28472,45.38194,50.86111,1322.507
1602,Unknown,0,Unknown,6488.468,6553.154,1080.746,0,63.91549,7.28169,10.92958,7107.526,7.624413,0,42.10798,0,0,4.784038,7.906103,51.55869,38.79343,53.89202,0.6338028
1603,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8561.053,6556.4,0,0,51.12414,0,0,6546.4,1.806897,0,5.351724,0,0,0.8551724,6255.648,38.71034,27.34483,23.14483,0
1604,Immune ,20,Immune ,5737.154,6555.077,10574.96,0,27.15455,21.90909,1.345455,42639.9,18.98182,0,3586.436,0,0,69.80909,0,1488.573,306.1,98.84545,15.41818
1605,Immune ,20,Immune ,7806.55,6555.65,27.71569,0,64.19608,2.45098,0,18824.42,560.0098,0,1608.716,0,0,2.735294,22.96078,1477.539,352.7941,91.93137,0
1606,Unknown,0,Unknown,8176.849,6557.716,11902.1,0,34.33415,0.2555283,0,13651.86,0.2800983,0,7.267813,0,0,56.19902,0,34.21376,100.7838,61.09337,0
1607,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8987.963,6555.434,33.1859,0,58.83013,13912.76,0,9369.186,4.5,0,0,0,0,346.7436,0.1474359,20.47756,46.52244,68.09615,0
1608,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,6057.539,6556.26,713.2533,0,97.11111,30152.22,0,24661.01,165.2089,0,12.95111,0,0,5217.821,5084.902,45.88444,70.8,59.75111,0
1609,Endothelial ,19,Endothelial ,6722.659,6556.695,243.3738,0,47.13592,3.529126,0,16239.02,1783.757,0,96.39806,0,0,22.79612,1662.408,127.6165,95.62621,49.38835,3461.553
1610,Unknown,0,Unknown,6816.762,6557.23,114.0049,0,118.7864,21.87864,0,8021.383,7.84466,0,96.43204,0,0,109.7136,10.89806,64.20388,56.32039,59.00971,0
1611,Endothelial ,19,Endothelial ,8712.523,6557.503,292.2301,0,593.4204,0,0.1415929,22447.16,16.98673,859.146,0,0,0,3.712389,7652.628,35.5708,33.58407,89.93805,104.9425
1612,Endothelial ,19,Endothelial ,6866.5,6557.864,383.5071,0,81.83886,2.322275,0,23187.31,37,0,299.3839,0,0,42.79147,0,50.50711,57.27962,95.9763,7119.294
1613,Endothelial ,19,Endothelial ,8922.153,6553.43,184.7739,0,74.38551,86.58841,728.1681,18717.3,1610.51,0,1.971014,0,0,4.197101,434.3217,45.68986,114.6145,69.87536,6454.496
1614,aSMA+CD90+PDGFRb-PDPN-CAV1+,11,aSMA+CD90+PDGFRb-PDPN-CAV1+,6533.667,6559.708,2133.529,0,57.21154,0.2211538,31.83654,12440.7,6139.221,0,680.1635,0,0,11.67308,7023.163,364.0673,83.53846,164.0577,8560.308
1615,Unknown,0,Unknown,8603.855,6558.973,4660.057,0,47.60993,4.858156,0,20914.13,0,0,4.51773,0,0,2.794326,0.2624113,43.91489,71.02128,41.42553,0
1616,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8640.778,6563.254,3027.655,0,54.36082,34354.76,0,21535.71,43.3299,0,3.154639,0,0,18.69773,0,25.61856,42.01546,82.58247,0
1617,Endothelial ,19,Endothelial ,6363.178,6560.601,2445.933,0,72.04813,4.919786,185.5989,15999.32,3165.259,0,88.02139,0,0,11.26203,7990.631,113.9412,56.30481,53.51337,9560.299
1618,Immune ,20,Immune ,8003.98,6561.755,2124.575,55.78425,503.3801,20.33904,108.9521,10791.43,221.6986,697.5171,3582.264,5167.339,232.387,12.54795,8742.103,1415.045,546.8767,548.1404,696.9829
1619,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,9021.478,6563.174,4.869159,0,35.03738,14262.51,0,20715.5,0,0,0,0,0,1.570093,0,26.92523,35.92523,63.75701,0
1620,Immune ,20,Immune ,6770.126,6563.699,113.3102,0,51.6631,89.83422,0,19761.57,572.2781,0,3166.813,0,0,147.7487,621.385,1290.037,34.26203,467.9144,0
1621,Unknown,0,Unknown,7748.895,6564.967,24.47355,0,63.85139,2.307305,0,19432.32,92.10076,0,4.785894,0,0,2.65995,0,39.84131,43.28967,90.06549,0
1622,Unknown,0,Unknown,8040.337,6562.485,40.57658,0,175.2252,1.18018,0,4643.072,28.81081,0,231.7748,0,0,6.504505,38110.87,64.18919,90.54955,78.16216,0
1623,Endothelial ,19,Endothelial ,8480.447,6563.699,209.9524,0,56.95767,0.4708995,0,10553.3,0,0,654.6825,0,0,0.07936508,2047.884,773.1587,82.65608,309.4603,20.54497
1624,Immune ,20,Immune ,6004.565,6565.512,540.9798,0,47.27273,0.08585859,0,22081.96,19.33838,0,1775.657,23609.01,0,12.85859,0.02525253,1051.162,34.0404,435.7929,0
1625,Immune ,20,Immune ,7143.682,6565.552,3091.423,3219.149,9594.217,127.7829,3849.274,10011.91,275.0229,6623.017,2174.223,1463.273,7595.08,867.5371,7662.171,3750.474,9183.189,11793.15,9909.143
1626,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,6970.28,6565.584,482.8851,0,61.12112,13156.69,0,13921.23,189.6398,0,99.62422,0,0,21.3125,8195.829,40.83851,38.86335,62.15528,2.018634
1627,Unknown,0,Unknown,7523.8,6565.933,27570.2,0,56.39301,0.6244541,0,29200.36,4.668122,0,2240.397,0,0,541.1179,0,49.86463,324,129.8603,39.78166
1628,Unknown,0,Unknown,7889.179,6566.653,151.0133,0,33.86,4.293333,0,21239.22,2.4,0,498.62,0,0,7.026667,0,941.66,233.8467,83.89333,0
1629,Unknown,0,Unknown,7958.635,6567.212,15.81951,0,74.39024,2.668293,0,10145.61,21.19512,0,327.1268,0,0,3.726829,0,139.7415,56.27805,57.07317,0
1630,Unknown,0,Unknown,6316.506,6568.306,17.94862,0,115.6719,0.5296443,0,5806.723,1.521739,0,320.0791,0,0,0.9288538,0,25.68775,33.32806,55.66403,0
1631,Endothelial ,19,Endothelial ,6879.895,6567.12,1569.613,0,101.8561,5.612546,0,23064.96,73.09225,0,227.7565,0,0,75.08856,303.6531,45.29151,31.91144,77.69004,2043.996
1632,aSMA+CD90+PDGFRb-PDPN-CAV1-,12,aSMA+CD90+PDGFRb-PDPN-CAV1-,6498.052,6570.197,238.204,0,73.10945,0.004975124,1.751244,7954.333,398.0896,0,97.25871,0,0,8.333333,88.80597,43.35821,59.74627,44.14925,3.905473
1633,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7275.068,6569.282,69.43728,0,50.83871,2763.416,0,3216.344,5.792115,0,17.7276,0,0,215.9642,55.4552,37.24731,42.74552,45.49821,0
1634,Immune ,20,Immune ,7938.575,6570.89,1.096154,0,75.59135,0.3557692,0,14114.25,151.6683,0,844.8077,0,0,1.649038,0,1856.567,443.601,85.45673,0
1635,Unknown,0,Unknown,8043.971,6572.144,195.5915,0,55.62805,2.390244,0,5342.671,7.158537,0,58.85976,0,0,34.37195,29487.82,64.12805,73.40854,71.88415,0
1636,aSMA+CD90+PDGFRb-PDPN-CAV1-,12,aSMA+CD90+PDGFRb-PDPN-CAV1-,6538.387,6571.613,2454.791,0,60.66957,113.513,1.008696,30060.97,8093.791,0,1666.93,0,0,15.47826,15574.85,1439.687,79.10435,253.7217,6846.478
1637,Immune ,20,Immune ,7157.675,6571.043,272.8421,61.94737,945.2996,9.534413,267.9717,11607.26,68.87449,167.0283,3560.891,0,326.7328,88.89474,311.7045,1475.381,1026.955,1919.607,541.8057
1638,NA,NA,NA,8516.818,6570.591,6.6,0,30.75556,0,0,2109.456,0,0,0,0,0,0,0,24.74444,56.37778,30.73333,1
1639,Unknown,0,Unknown,6110.905,6572.801,11826.2,0,42.56175,0,0,44907.77,4.737052,0,229.2072,0,0,6,0,28.0239,73.28685,139.5896,0
1640,Unknown,0,Unknown,5744.746,6574.724,20980.31,0,47.82573,13.3112,0,39792.07,16.22822,0,751.8714,0,0,92.52697,21.3195,93.78838,89.78008,129.6017,0.01659751
1641,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,6067.752,6574.3,480.6091,0,41.25152,24275.46,0,19666.28,59.26061,0,57.96364,0,0,5028.338,24.45152,37.12424,36.36667,55.09697,0.1181818
1642,Immune ,20,Immune ,7989.653,6575.953,1079.203,1599.466,3032.384,195.8707,3950.155,13808.73,553.3405,3653.741,3664.586,5678.026,3878.819,487.0517,6257.448,2502.401,4972.267,7168.026,4501.164
1643,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,8097.437,6573.434,0.3225,0,56.3175,7593.012,0,3603.695,1.2075,0,21.065,0,0,6.2075,0,33.6125,35.3325,40.5,0
1644,Unknown,0,Unknown,6390.693,6574.693,103.9441,0,136.5629,5.223776,0.6538462,5082.815,47.87413,0,12.71329,0,0,7.58042,431.3951,52.78322,41.52098,37.86713,6.657343
1645,Endothelial ,19,Endothelial ,6473.23,6575.452,1006.832,0,77.15051,0.5765306,0,9719.566,57.04592,0,185.1888,0,0,2,175.1735,40.63776,52.68112,54.01276,4035.801
1646,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7618.777,6575.506,2.582375,0,41.96552,34320.56,0,283.3985,31.81992,0,59.64368,0,0,60.88872,0,42.98467,41.50958,42.84291,0
1647,Unknown,0,Unknown,7797.317,6573.537,35.14194,0,53.87097,2.270968,0,13130.43,1.735484,0,271.529,0,0,9.341935,0,584.1742,107.471,74.22581,0
1648,Unknown,0,Unknown,7899.942,6574.785,98.39444,0,47.3,8.322222,0,31002.01,17.91667,0,560.4722,0,0,8.033333,0,166.8444,223,117.7667,0
1649,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8732.464,6575.449,18.5443,0,40.78059,7.565401,0,14238.89,0.8902954,0,0.02109705,0,0,0,10279.92,20.48523,32.05063,62.80169,0.1814346
1650,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,9025.505,6576,3.174825,0,52.4965,1837.608,0,6910.014,0,0,0,0,0,38.16783,0,27.93007,26.11189,39.11189,0
1651,Immune ,20,Immune ,7119.047,6576.041,3.104348,0.004347826,58.31304,6.608696,0,8274.93,6.1,0,1076.787,0,0,20.04348,0,609.8304,196.713,46.02609,0
1652,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7409.136,6576.864,269.2245,0,127.7959,5198,0,22025.15,55.83673,9.030612,14.71429,0,0,755.0102,6885.122,65.46939,66.52041,91.40816,1.459184
1653,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7483.682,6577,1315.478,0,155.3315,15570.97,0,16302.29,1.123596,0,103.8652,0,0,1731.961,2.797753,51.0618,77.62921,55.90449,0
1654,Unknown,0,Unknown,7850.58,6575.86,2.794466,0,58.80632,0.3320158,0,4553.182,13.14625,0,222.0079,0,0,2.193676,0,86.92885,36.1581,46.66403,0
1655,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9078.677,6576.462,0.7530864,0,28.23457,29804.02,0,4788.099,9.604938,0,0,0,0,0,0,36.20988,21.75309,31.61728,0
1656,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7199.42,6577.841,315.0164,0,64.91257,599.3388,0,10061.42,2.748634,0,448.7923,0,0,49.18033,0,101.2295,92.25683,67.88525,0
1657,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,8982.848,6577.275,343.7932,0,37.50847,1065.515,0,6035.919,0,0,0,0,0,4.240678,0.5423729,37.1661,42.4339,48.29153,0
1658,Unknown,0,Unknown,6013.979,6578.689,177.4179,0,46.68159,2.726368,0,12287.21,82.97015,0,1231.542,22285.16,0,19.71144,16.61194,956.9005,51.39801,226.7313,136.99
1659,Endothelial ,19,Endothelial ,8017.986,6578.296,625.118,0.3229814,16.50932,5.795031,480.8571,15717.34,2994.714,19.19255,0,0,0.1614907,51.19255,12829.82,9.378882,3.217391,8.888199,7690.665
1660,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,9039.082,6576.434,26.35096,0,73.24519,38310.27,0,25927.24,14.84615,0,0,0,0,357.2711,0,56.44231,33.63942,99.875,0
1661,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9068.219,6580.476,0.5960265,0,34.49669,29284.6,0,1270.523,6.589404,0,0,0,0,0,0,28.09934,39.56291,30.5298,0
1662,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7583.478,6582.052,5.952555,0,42.50365,37435.56,0,207.1095,330.1168,0,12.83577,0,0,71.1869,0,40.09124,38.4562,51.91971,0
1663,Unknown,0,Unknown,7921.762,6580.012,9.114943,0,67.5,6.775862,0,6238.678,14.97701,0,489.8218,0,0,5.367816,0,641.592,222.408,46.01149,0
1664,Endothelial ,19,Endothelial ,8505.881,6580.531,83.12941,0,44.12941,0.1647059,0,13432.4,0,0,19.98431,0,0,0.8431373,548.3765,39.80392,56.3451,45.17255,1819.863
1665,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,5847.234,6577.212,39.41089,0,47.80693,14140.49,0,489.5149,159.4257,0,67.86634,0,0,13.86139,0,35.91089,29.27723,14.04455,0
1666,Immune ,20,Immune ,6724.455,6580.864,37.44954,0,93.76147,17.09174,0,16393.63,365.4037,0,1485.312,0,0,4.706422,8667.908,1081.523,637.4128,75.70642,0.1284404
1667,Immune ,20,Immune ,6747.347,6580.784,5796.995,0,55.1659,6.331797,0,29603.03,122.9862,0,1687.94,0,0,36.7788,0.2626728,307.2166,283.7419,95.78341,0
1668,aSMA+CD90-PDGFRb-PDPN-CAV1+,13,aSMA+CD90-PDGFRb-PDPN-CAV1+,7066.2,6580.5,9.134615,0,32.76923,2.557692,32.125,9026.173,15.22115,0,104.0962,0,0,41.92308,37.76923,31.35577,27.93269,27.64423,0
1669,Unknown,0,Unknown,7702.759,6580.384,12.15947,0,53.87375,0.717608,0,10423.73,12.22924,0,98.51495,0,0,0.10299,0,55.66777,39.27243,63.22591,0.8438538
1670,Endothelial ,19,Endothelial ,6851.137,6584.237,476.6348,0.06484642,62.96928,6.177474,0,12878.9,4909.413,0,84.95904,0,0,92.08874,0,38.86007,48.02048,58.69966,4487.215
1671,Endothelial ,19,Endothelial ,7051.773,6583.523,334.7279,0,119.1912,7.389706,378.5735,12176.68,5022.088,0,97.63235,0,0,57.42647,14881.8,40.53676,138.1176,89.06618,1051.184
1672,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,7369.812,6582.08,761.1779,0,94.50962,0.2644231,0,17546.52,34.25962,0,943.0769,0,0,5.490385,190.6154,38.95673,84.87981,86.47115,0
1673,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7646.112,6581.788,1.383178,0,86.80685,1846.455,0,8892.888,674.1526,0,3.11838,0,0,18.71963,6723.062,53.62305,51.53583,74.79751,0
1674,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,6564.158,6582.913,415.0089,0,50.18991,17797.59,0,7677.306,147.6172,0,5.919881,0,0,2298.029,631.0772,37.4451,28.16617,42.36499,0
1675,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9080.259,6583.432,1.963636,0,31.70909,30388.03,0,5313.509,0.09090909,0,0,0,0,1529.352,0,57.09091,30.93636,39.25455,0
1676,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,5841.876,6592.363,2038.517,0,43.06691,35629.65,0,538.1896,351.3755,0,39.39033,0,0,15.21401,0,27.66543,40.0223,43.05948,0
1677,Immune ,20,Immune ,6759.466,6585.662,2007.121,0,85.64943,3.545977,0,20475.89,36.7931,0,3564.937,0,0,37.02299,0,2362.006,610.3391,79.95402,0
1678,aSMA+CD90+PDGFRb-PDPN-CAV1-,12,aSMA+CD90+PDGFRb-PDPN-CAV1-,7018.008,6585.823,473.4812,0,83.08787,14.31381,0,13800.94,377.1883,0,585.1548,0,0,186.0377,3236.084,29,37.96653,60.2887,0
1679,Unknown,0,Unknown,7145.228,6585.333,0.4,0,39.16296,0,0,3858.637,1.059259,0,29.17037,0,0,31.38519,0,88.87407,20.82222,15.96296,0
1680,Endothelial ,19,Endothelial ,6842.25,6588.346,333.885,20.26549,50.82301,16.74336,0,15166.64,3816.761,0,58.56637,0,0,37.48673,0,41.68142,45.88496,72.51327,5797.531
1681,Immune ,20,Immune ,6937.632,6588.11,98.50765,0,142.315,90.62385,0,12923.43,207.0153,0,2927.043,0,0,208.9572,10.7156,969.7982,24.27217,624.2171,0
1682,Unknown,0,Unknown,8245.062,6588.906,2268.51,0,79.92903,0,0,19524.68,0.3096774,0,228.2065,0,0,5.948387,0.316129,44.05161,45.0129,53.23226,0
